SMILES,external_ID,CDD_ID,shipment_ID,catalog_ID,purity,volume(uL),concentration(mM),plate_ID,well,stereochemistry,PostEra_comments,Batch ID
NC=1C=CC(CN2C=CC=N2)=CC1,,,Z239137446,Z239137446,95.0,,,1178796-01,03_H,Achiral,not found,*R230713*
NC=1C=CC(=CC1)S(=O)(=O)C2CCCC2,,,Z359291938,Z359291938,95.0,,,1178796-01,04_A,Achiral,not found,*R228795*
Cl.NC=1C=CC=2N=C(NC2C1)C(F)(F)F,,,Z3234815724,Z3234815724,95.0,,,1178796-01,04_B,Achiral,not found,*R1775903*
COC=1C=CC(N)=CC1,,,Z56938150,Z56938150,95.0,,,1178796-01,04_C,Achiral,not found,*R1397032*
CN1C=CC=2C=C(N)C=CC12,,,Z385461802,Z385461802,95.0,,,1178796-01,04_D,Achiral,not found,*R1312886*
CC1=NC=2C=CC(N)=CC2O1,,,Z235353833,Z235353833,95.0,,,1178796-01,04_E,Achiral,not found,*R1308127*
NC1CCCCCC1,,,Z104477488,Z104477488,95.0,,,1178796-01,04_F,Achiral,not found,*R1879359+7*
Cl.NC1CCC=2C=CC=CC12,,,Z1741978691,Z1741978691,95.0,,,1178796-01,04_G,Racemic or presumed racemic or meso,not found,*R847416*
NC=1C=CC=2N=CSC2C1,,,Z323039114,Z323039114,95.0,,,1178796-01,04_H,Achiral,not found,*R1632569*
NC=1C=CC2=C(CCCS2(=O)=O)C1,,,Z1813166616,Z1813166616,95.0,,,1178796-01,05_A,Achiral,not found,*R1322891*
NC1CCN(C1)C=2C=CC=CC2F,,,Z415647678,Z415647678,95.0,,,1178796-01,05_B,Racemic or presumed racemic or meso,not found,*R1075855*
Cl.CC=1C=CC(N)=CC1,,,Z1954805264,Z1954805264,95.0,,,1178796-01,05_C,Achiral,not found,*R1090856*
NC=1C=CC=CC1,,,Z57127905,Z57127905,95.0,,,1178796-01,05_D,Achiral,not found,*R1741889*
Cl.NC1CC=2C=CC=CC12,,,Z1918018858,Z1918018858,95.0,,,1178796-01,05_E,Racemic or presumed racemic or meso,not found,*R1799180*
NC=1C=CC=2N(CC(F)F)C(=O)CCC2C1,,,Z608352686,Z608352686,95.0,,,1178796-01,05_F,Achiral,not found,*R147796*
NC1CCN(C1)C=2C=CC=CC2,,,Z415647888,Z415647888,95.0,,,1178796-01,05_G,Racemic or presumed racemic or meso,not found,*R1561129*
NC=1C=CC(OC2CCOC2)=CC1,,,Z1138838331,Z1138838331,95.0,,,1178796-01,05_H,Racemic or presumed racemic or meso,not found,*R435794*
Cl.NC1COC=2C=C(F)C=CC12,,,Z3014279399,Z3014279399,95.0,,,1178796-01,06_A,Racemic or presumed racemic or meso,not found,*R1005404*
COCC1=CSC(N)=N1,,,Z381058668,Z381058668,95.0,,,1178796-01,06_B,Achiral,not found,*R448554*
Cl.Cl.NC1=CN(CC=2C=CC=CC2)C=N1,,,Z3285863621,Z3285863621,95.0,,,1178796-01,06_C,Achiral,not found,*R1192757*
NC=1C=CC=2SC=NC2C1,,,Z425486860,Z425486860,95.0,,,1178796-01,06_D,Achiral,not found,*R487830*
NC=1C=CC(=NC1)C(F)(F)F,,,Z1203161729,Z1203161729,95.0,,,1178796-01,06_E,Achiral,not found,*R1637084*
CN1N=CC=2C=CC(N)=CC12,,,Z444871566,Z444871566,95.0,,,1178796-01,06_F,Achiral,not found,*R1251554*
NC=1C=CC(OC(F)F)=NC1,,,Z1139192615,Z1139192615,95.0,,,1178796-01,06_G,Achiral,not found,*R980686*
COC=1C=CC=CC1CN,,,Z57102476,Z57102476,91.0,,,1178796-01,06_H,Achiral,not found,*R1533994+M*
CC=1C=CC=CC1CN,,,Z54751091,Z54751091,95.0,,,1178796-01,07_A,Achiral,not found,*R1748583*
NC1COC(C1)C2CC2,,,Z2489381112,Z2489381112,95.0,,,1178796-01,07_B,Diastereomeric mixture,not found,*R833167*
CC1CC(N)CCO1,,,Z1192341415,Z1192341415,95.0,,,1178796-01,07_C,Diastereomeric mixture,not found,*R1321818*
CC=1C=CC(N)=CC1OC(F)F,,,Z425864508,Z425864508,95.0,,,1178796-01,07_D,Achiral,not found,*R599124*
CN1CCCC(N)C1,,,Z600584196,Z600584196,90.0,,,1178796-01,07_E,Racemic or presumed racemic or meso,not found,*R1674152*
COC=1C(C)=CC=CC1CN,,,Z1255363973,Z1255363973,85.0,,,1178796-01,07_F,Achiral,not found,*R614187*
Cl.NC=1C=CC=2COCCC2C1,,,Z2522388564,Z2522388564,95.0,,,1178796-01,07_G,Achiral,not found,*R1420217*
COC=1C=C(C)C=CC1CN,,,Z972654296,Z972654296,95.0,,,1178796-01,07_H,Achiral,not found,*R1143965*
CCOC=1C=CC(N)=CN1,,,Z240084310,Z240084310,95.0,,,1178796-01,08_A,Achiral,not found,*R512524*
COC=1C=C(N)C=CC1S(=O)(=O)N(C)C,,,Z406723200,Z406723200,95.0,,,1178796-01,08_B,Achiral,not found,*R181485*
NC=1C=CC(OC(F)F)=CC1,,,Z56899041,Z56899041,95.0,,,1178796-01,08_C,Achiral,not found,*R941059*
COCC=1C=CC(N)=CC1,,,Z240084568,Z240084568,95.0,,,1178796-01,08_D,Achiral,not found,*R1600098*
NC=1C=CC=2CCOCC2C1,,,Z1486006672,Z1486006672,95.0,,,1178796-01,08_E,Achiral,not found,*R1525633*
CC(N)C=1C=CC=CC1,,,Z57102377,Z57102377,95.0,,,1178796-01,08_F,Racemic or presumed racemic or meso,not found,*R842427*
Cl.N[C@H]1C[C@@H](C1)OC=2C=CC=CC2,,,Z2512961832,Z2512961832,95.0,,,1178796-01,08_G,Single known enantiomer,not found,*R1491757*
NC1CCC2(CCO2)CC1,,,Z3462569084,Z3462569084,95.0,,,1178796-01,08_H,Diastereomeric mixture,not found,*R1798849*
Cl.NC1COC2(CCCC2)C1,,,Z2738327317,Z2738327317,95.0,,,1178796-01,09_A,Racemic or presumed racemic or meso,not found,*R833970*
CC(N)C=1C=CC=CC1C,,,Z56347267,Z56347267,90.0,,,1178796-01,09_B,Racemic or presumed racemic or meso,not found,*R1451143*
NC=1C=CC=C(C1)C2COC2,,,Z1813155140,Z1813155140,95.0,,,1178796-01,09_C,Achiral,not found,*R1703397*
NC1CCC2OCCC2C1,,,Z2732452804,Z2732452804,95.0,,,1178796-01,09_D,Diastereomeric mixture,not found,*R1056478*
NC1CCCC2(CCC2)C1,,,Z1255393639,Z1255393639,95.0,,,1178796-01,09_E,Racemic or presumed racemic or meso,not found,*R1475587*
NC=1C=CC(=CC1)C2COC2,,,Z1278924729,Z1278924729,95.0,,,1178796-01,09_F,Achiral,not found,*R1768396*
NC=1C=NC(=NC1)C2CCC2,,,Z1255407019,Z1255407019,95.0,,,1178796-01,09_G,Achiral,not found,*R1347551*
NCC=1C=CC=CC1,,,Z54748260,Z54748260,95.0,,,1178796-01,09_H,Achiral,not found,*R1562658*
Cl.Cl.CC1=NC=2C=C(N)C=CC2S1,,,Z2901974823,Z2901974823,95.0,,,1178796-01,10_A,Achiral,not found,*R890273*
Cl.NC1CCOC1,,,Z1741979140,Z1741979140,95.0,,,1178796-01,10_B,Racemic or presumed racemic or meso,not found,*R2383443*
Cl.CCOC=1C=CC(N)=CC1,,,Z2679312510,Z2679312510,95.0,,,1178796-01,10_C,Achiral,not found,*R1066554*
OC(=O)C1=CN=CN1,,,EN300-62808,Z993967082,95.0,,,1178796-BB,01_A,Achiral,not found,*R1484346*
ClC=1C=CC=C(C1)N2CCN(CC2)C(=O)C=3C=NC=C4C=CC=CC34,MAT-POS-54c4bf04-3,CVD-0014251,Z734687642,Z734687642,100.0,40.0,20.0,1178796-Y40-32,03_A,Achiral,,H2764130
ClC=1C=CC=2OCCC(C(=O)NC3=CNC(=O)C=4C=CC=CC34)C2C1,JOH-UNI-f51e3bbc-1,CVD-0014171,Z4763834269,Z4763834269,100.0,40.0,20.0,1178796-Y40-32,03_B,Racemic or presumed racemic or meso,,H2751271
CCC(=O)NC=1C=CC(=CC1)N(CC=2C=CC=CC2)C(=O)NN3N=NC=4C=CC=CC34,ALP-POS-a3de0cb1-1,CVD-0013031,Z4618924237,Z4618924237,91.23,40.0,20.0,1178796-Y40-32,03_C,Achiral,,H2756882
ClC=1C=CC=C2C(COC21)C(=O)NC=3C=NC=C4C=CC=CC34,FRA-DIA-c7e803f4-1,CVD-0013518,Z4661830648,Z4661830648,98.97,40.0,20.0,1178796-Y40-32,03_D,Racemic or presumed racemic or meso,,H2756863
CC1CN(CCN1C=2C=CC=C(Cl)C2)C(=O)C3=CC(=O)NC=4C=CC=CC34,MAT-POS-54c4bf04-4,CVD-0014252,Z4765682202,Z4765682202,100.0,40.0,20.0,1178796-Y40-32,03_E,Racemic or presumed racemic or meso,,H2757857
CC=1C=CC(=CC1)N(CC2=CSC=N2)C(=O)CC=3C=NC=C4C=CC=CC34,ALP-POS-c3a96089-1,CVD-0014207,Z4763834270,Z4763834270,98.88,40.0,20.0,1178796-Y40-32,03_F,Achiral,,H2758976
ClC=1C=CC=2OCCN(C(=O)CC=3C=NC=C4C=CC=CC34)C2C1,JOH-UNI-ea1df7a8-1,CVD-0014244,Z4765682194,Z4765682194,100.0,40.0,20.0,1178796-Y40-32,03_G,Achiral,,H2757619
BrC=1C=CC=2NC(=O)CC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1,MAT-POS-8d5af1ef-1,CVD-0014153,Z1892658668,Z1892658668,100.0,40.0,20.0,1178796-Y40-32,03_H,Racemic or presumed racemic or meso,,H2757662
