SMILES,CID,Raw signal @20 µM,Relative solubility @20 µM,Raw signal @100 µM,Relative solubility @100 µM,100 µM / 20 µM
Cc1cc(C)c(C)c(S(=O)(=O)N2CCN(C(=O)c3cc(=O)[nH]c4ccccc34)CC2)c1C,MAT-POS-916a2c5a-3,30,0.75,49,0.65,0.02
C=CC(=O)N(c1ccc(C(C)(C)CC)cc1)C(C(=O)Nc1ccc(Br)cc1)c1cccnc1,LON-WEI-b8d98729-35,12,0.91,46,0.66,0.06
C=CC(=O)N(c1ccc(SC)cc1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-2,20,0.85,45,0.67,0.03
C=CC(=O)N(c1cc(C(C)(C)C)n[nH]1)C(C(=O)Nc1ccc(Cl)cc1)c1cccnc1,LON-WEI-b8d98729-21,28,0.78,43,0.68,0.02
C=CC(=O)N(c1ccc(C(C)(C)CC)cc1)C(C(=O)Nc1ccc(Cl)cc1)c1cccnc1,LON-WEI-b8d98729-33,23,0.82,43,0.68,0.03
C=CC(=O)N(c1ccc(N(C)C)c(C)c1)C(C(=O)Nc1cccc(CC)c1)c1cccnc1,LON-WEI-b8d98729-16,20,0.85,43,0.68,0.03
C=CC(=O)N(c1ccc2ncsc2c1)C(C(=O)Nc1ccc(Cl)cc1)c1cccnc1,LON-WEI-b8d98729-44,18,0.87,42,0.69,0.04
O=C(Nc1ccccc1Cl)c1cc(Cl)ccc1O,CHR-SOS-7098f804-4,13,0.91,40,0.7,0.05
C=CC(=O)N(c1ccc(S(F)(F)(F)(F)F)cc1)C(C(=O)Nc1ccc(OC)cc1)c1cccnc1,LON-WEI-b8d98729-12,22,0.83,40,0.71,0.03
C=CC(=O)N(c1ccc(C(C)(C)CC)cc1)C(C(=O)Nc1cccc(F)c1C)c1cccnc1,LON-WEI-b8d98729-36,18,0.86,38,0.72,0.04
C=CC(=O)N(c1ccc(S(F)(F)(F)(F)F)cc1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-29,20,0.85,37,0.73,0.04
C=CC(=O)N(c1ccc(N(C)C)c(C)c1)C(C(=O)Nc1ccc(Br)cc1)c1cccnc1,LON-WEI-b8d98729-14,21,0.84,36,0.74,0.04
C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)Nc1ccc(OC)cc1)c1cccnc1,LON-WEI-b8d98729-27,21,0.84,35,0.75,0.04
C=CC(=O)N(c1ccc(S(F)(F)(F)(F)F)cc1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-b8d98729-28,12,0.92,34,0.75,0.06
C=CC(=O)N(c1ccc(C(C)OC)cc1)C(C(=O)Nc1ccc(Cl)cc1)c1cccnc1,LON-WEI-b8d98729-22,21,0.84,33,0.76,0.04
C=CC(=O)N(c1cc(C(C)(C)C)on1)C(C(=O)Nc1cccc(CC)c1)c1cccnc1,LON-WEI-b8d98729-15,17,0.87,33,0.76,0.04
NS(=O)(=O)c1ccc(N2CCC(c3ccsc3)CC2)cc1,WAR-XCH-b72a1bbc-16,5,0.98,34,0.76,0.15
C=CC(=O)N(c1ccc(N(C)C)c(C)c1)C(C(=O)Nc1ccc(OC)cc1)c1cccnc1,LON-WEI-8f408cad-10,16,0.88,33,0.77,0.05
C=CC(=O)N(c1ccc(N(C)C)c(C)c1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-42,14,0.9,32,0.77,0.06
C=CC(=O)N(c1ccc(SC)cc1)C(C(=O)Nc1ccc(OC)cc1)c1cccnc1,LON-WEI-b8d98729-47,13,0.91,32,0.77,0.06
C=CC(=O)N(c1ccc(N(C)C)c(C)c1)C(C(=O)Nc1ccc(Cl)cc1)c1cccnc1,LON-WEI-b8d98729-11,17,0.88,31,0.78,0.05
C=CC(=O)N(c1cc(C(C)(C)C)n[nH]1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-20,11,0.92,30,0.78,0.07
C=CC(=O)N(c1ccc(N(C)C)c(C)c1)C(C(=O)Nc1ccccc1Br)c1cccnc1,LON-WEI-b8d98729-13,19,0.86,29,0.79,0.04
C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-39,15,0.89,29,0.79,0.05
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,GER-UNI-05c7e912-1,13,0.91,29,0.79,0.06
Nc1nnnn1-c1cccc(C(=O)Nc2c(-c3cccnc3)nc3ccccn23)c1,BAR-COM-4e090d3a-2,4,0.98,31,0.79,0.2
C=CC(=O)N(c1ccc(C(C)OC)cc1)C(C(=O)Nc1cccc(CC)c1)c1cccnc1,LON-WEI-b8d98729-17,12,0.92,26,0.82,0.07
C=CC(=O)N(c1ccc(N(C)C)c(C)c1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-b8d98729-30,18,0.87,24,0.83,0.05
C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)Nc1ccccc1Br)c1cccnc1,LON-WEI-b8d98729-41,9,0.94,24,0.83,0.09
COc1ccc(C2CC(c3cccs3)=NN2C(=O)CCl)cc1OC,MAT-POS-916a2c5a-1,8,0.95,25,0.83,0.1
C=CC(=O)N(c1ccc(C(C)OC)cc1)C(C(=O)Nc1ccccc1Br)c1cccnc1,LON-WEI-b8d98729-19,15,0.89,23,0.84,0.06
Cc1ccc(NC2CCN(c3ccc(S(N)(=O)=O)cc3)CC2)cc1,WAR-XCH-b6889685-25,11,0.92,24,0.84,0.08
C=CC(=O)N(c1ccc(SC)cc1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-b8d98729-40,9,0.95,23,0.84,0.09
COc1ccc2[nH]cc(CCNS(C)(=O)=O)c2c1,MAR-UNI-9ca61fdc-1,11,0.92,20,0.86,0.08
C=CC(=O)N(c1ccc(C(C)OC)cc1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-b8d98729-10,5,0.98,20,0.86,0.17
C=CC(=O)N(c1ccc2ncsc2c1)C(C(=O)Nc1ccc(OC)cc1)c1cccnc1,LON-WEI-b8d98729-25,12,0.92,19,0.87,0.07
Cc1cccc(NC2CCN(c3ccc(S(N)(=O)=O)cc3)CC2)c1,WAR-XCH-b6889685-27,7,0.96,20,0.87,0.12
C=CC(=O)N(c1ccc(C(C)OC)cc1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-45,7,0.96,19,0.87,0.12
O=C(CCl)N1CCN(S(=O)(=O)c2c(F)cccc2F)CC1,LON-WEI-8f408cad-2,7,0.96,18,0.88,0.13
N#Cc1cc(Cl)cc(NC(=O)Nc2cccnc2)c1,WAR-XCH-eb7b662f-2,4,0.99,18,0.88,0.22
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-8f408cad-8,7,0.96,17,0.89,0.13
O=C(Nc1cccnc1)c1cc(Cl)ccc1O,CHR-SOS-7098f804-11,3,1.0,16,0.89,0.3
O=C(Nc1ccccc1)c1cc(Cl)ccc1O,CHR-SOS-7098f804-7,2,1.0,17,0.89,0.45
C=CC(=O)N(c1ccc(S(F)(F)(F)(F)F)cc1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-b8d98729-7,4,0.98,15,0.9,0.23
C=CC(=O)N(c1cc(C(C)(C)C)on1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-46,3,0.99,16,0.9,0.3
Cc1ccccc1NC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b6889685-30,12,0.91,15,0.91,0.08
COc1ccnc(NC(=O)Cc2ccc3ccccc3c2)c1,ALV-UNI-7ff1a6f9-47,8,0.95,15,0.91,0.11
C=CC(=O)N(c1cc(C(C)(C)C)on1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-b8d98729-23,4,0.98,14,0.91,0.23
NS(=O)(=O)c1ccc(N2CCC(CN3CCCCCC3)CC2)cc1,WAR-XCH-b72a1bbc-20,4,0.99,14,0.91,0.23
C=CC(=O)N(c1ccc2ncsc2c1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-b8d98729-1,10,0.94,12,0.92,0.09
CC(c1cccc(NC(=O)Cc2cnccc2Cl)c1)N1CCOCC1,BAR-COM-4e090d3a-66,5,0.97,13,0.92,0.18
O=C(Nc1cccnc1)c1cccc(Cl)c1,CHR-SOS-7098f804-12,3,1.0,13,0.92,0.31
C=CC(=O)N(c1ccc(C(C)C)nc1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-b8d98729-26,5,0.98,12,0.93,0.19
NC(=O)C1Cc2ccccc2N(CC(=O)Nc2cnccn2)C1,BAR-COM-4e090d3a-21,2,1.0,12,0.93,0.47
Cc1ccccc1CNc1ccccc1NC(=O)C(O)c1cccnc1,BAR-COM-4e090d3a-3,8,0.95,11,0.94,0.12
COc1cccc(NC(=O)Nc2cccc(C#N)c2)c1,ANN-UNI-26382800-6,7,0.96,11,0.94,0.13
O=C(Cc1cncnc1)Nc1cccc(CCCc2ccccc2)c1,BAR-COM-4e090d3a-11,7,0.96,11,0.94,0.13
Cc1ccnc(NC(=O)Cc2ccc3ccccc3c2)c1,ALV-UNI-7ff1a6f9-45,5,0.98,10,0.94,0.19
Cc1noc(C)c1COc1ccccc1C(=O)NC(C)c1nnc2ncccn12,BAR-COM-4e090d3a-9,3,0.99,11,0.94,0.31
C=CC(=O)N(c1ccc(N(C)C)c(C)c1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-8f408cad-9,4,0.98,10,0.95,0.24
O=C(Nc1cccnc1)Nc1ccc(Cl)s1,DAR-DIA-842b4336-4,3,0.99,9,0.95,0.32
N#Cc1cccc(NC(=O)Cc2c[nH]c3ncccc23)c1,DAR-DIA-23aa0b97-1,3,1.0,8,0.95,0.32
Cc1ccncc1NC(=O)Nc1cccc(Cl)c1,TRY-UNI-714a760b-12,3,0.99,8,0.96,0.32
COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2ccccc12,MAT-POS-916a2c5a-2,4,0.99,8,0.96,0.24
Cc1ccc(NC(=O)Nc2cccnc2)s1,DAR-DIA-842b4336-3,3,1.0,8,0.96,0.32
CC(=O)N1CCN(Cc2cn(-c3cccc(S(N)(=O)=O)c3)nn2)CC1,NIM-UNI-02269248-3,8,0.95,7,0.97,0.12
C=CC(=O)N(c1ccc2ncsc2c1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-48,6,0.97,7,0.97,0.16
O=C(Cc1c[nH]c2ncccc12)Nc1cccc(Cl)c1,DAR-DIA-23aa0b97-12,4,0.99,6,0.97,0.24
C=CC(=O)N(c1ccc(C(C)OC)cc1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-b8d98729-8,3,0.99,7,0.97,0.32
O=C(NCc1ccns1)Nc1cccc(CN2CCCC2=O)c1,BAR-COM-4e090d3a-61,3,1.0,6,0.97,0.32
N#Cc1cccc(NC(=O)Cc2cncc3ccccc23)c1,DAR-DIA-23aa0b97-19,3,0.99,5,0.98,0.33
Cc1cccc(C)c1OCC(=O)NCCc1ccccc1,ALE-UNK-fca05062-3,3,1.0,6,0.98,0.33
CC(C(=O)Nc1cccc(NC2CCCC2)c1)c1cnccn1,BAR-COM-4e090d3a-20,3,1.0,6,0.98,0.33
CC1CN(Cc2ccccc2NC(=O)NCc2cnsc2)CC(C)O1,BAR-COM-4e090d3a-4,3,1.0,5,0.98,0.33
O=C(Cc1cncc2ccccc12)Nc1ccccc1,DAR-DIA-23aa0b97-20,3,1.0,6,0.98,0.33
Cc1ncncc1NC(=O)Nc1ccccc1,HAN-NEW-5f56c3bc-1,4,0.99,4,0.99,0.25
Cc1nnc(NC(=O)Nc2cccnc2)s1,ALE-HEI-f28a35b5-4,2,1.0,4,0.99,0.5
Cc1nnc(CC(=O)Nc2cccnc2)s1,ALE-HEI-f28a35b5-5,2,1.0,4,0.99,0.5
CCC(NC(=O)C(C)n1cncn1)c1ccccc1OCC(=O)N1CCCC1,BAR-COM-4e090d3a-31,3,1.0,4,0.99,0.33
O=C(NCc1cccnn1)Nc1cccc(OCCN2CCOCC2)c1,BAR-COM-4e090d3a-54,3,1.0,4,0.99,0.33
O=C(COc1ccccc1)NCCc1ccccc1,ALE-UNK-fca05062-4,3,1.0,3,1.0,0.33
CCCNC(=O)C(C)NC(=O)N(C)Cc1csc(C)n1,ALE-UNK-fca05062-9,2,1.0,3,1.0,0.5
N#Cc1ccc(NC(=O)Nc2cccnc2)cc1,ANN-UNI-26382800-3,3,1.0,3,1.0,0.33
N#Cc1cccc(CC(=O)Nc2cccnc2)c1,ANN-UNI-26382800-5,2,1.0,3,1.0,0.5
CS(=O)(=O)Cc1ccc(C(=O)Nc2cccnc2)o1,ANT-DIA-3c79be55-4,2,1.0,3,1.0,0.5
CS(=O)(=O)NCCc1cccc(O)c1,ANT-DIA-b7f58f21-2,3,1.0,3,1.0,0.33
O=C(CCc1c[nH]nn1)NC(Cn1cccn1)c1ccccc1,LON-WEI-8f408cad-6,3,1.0,3,1.0,0.33
O=C(NCC(O)Cn1ccnn1)c1ccccc1OC1CCC1,BAR-COM-4e090d3a-34,2,1.0,3,1.0,0.5
O=C(Cc1cncnc1)Nc1cccc(OC2CC(=O)N2)c1,BAR-COM-4e090d3a-39,3,1.0,3,1.0,0.33
O=C(CCn1ccnn1)NC(CN1CCOCC1)c1ccccc1,BAR-COM-4e090d3a-45,2,1.0,3,1.0,0.5
N#CCOc1ccccc1C(=O)NCc1cnsc1,BAR-COM-4e090d3a-49,2,1.0,3,1.0,0.5
CCn1c(=O)n(CC(=O)NCc2cnccn2)c2ccccc21,BAR-COM-4e090d3a-51,2,1.0,3,1.0,0.5
O=C(NCc1cccnn1)Nc1cccc(N2CCC2=O)c1,BAR-COM-4e090d3a-60,2,1.0,3,1.0,0.5
CC(NC(=O)c1ccccc1OCC(N)=O)c1cnn(C)c1,BAR-COM-4e090d3a-62,3,1.0,3,1.0,0.33
O=C(NCc1cccnc1)Nc1cccc(OCC(F)F)n1,BAR-COM-4e090d3a-69,3,1.0,3,1.0,0.33
N#Cc1cncc(CC(=O)Nc2cccnc2)c1,DAR-DIA-23aa0b97-17,3,1.0,3,1.0,0.33
O=C(Cc1ccc(Cl)s1)Nc1cccnc1,DAR-DIA-842b4336-13,3,1.0,3,1.0,0.33
Cc1coc(NC(=O)Nc2cccnc2)n1,DAR-DIA-842b4336-7,2,1.0,3,1.0,0.5
O=C(NCc1cncs1)Nc1cccc(N2CCOCC2)c1,BAR-COM-4e090d3a-58,3,1.0,2,1.01,0.34
Cc1ccncc1NC(=O)Cc1ccc(S(N)(=O)=O)cc1,GAB-REV-70cc3ca5-20,2,1.0,3,1.0,0.5
CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,GER-UNI-ec786817-1,2,1.0,5,0.98,0.49
O=C(c1ccccc1)N1CCN(C(=O)C2CCOCC2)CC1,GIA-UNK-eaadd1d4-1,3,1.0,3,1.0,0.33
O=C(C1CCN(S(=O)(=O)c2ccccc2)CC1)N1CCOCC1,GIA-UNK-eaadd1d4-3,3,1.0,4,0.99,0.33
CC(=O)N1CCN(CC(=O)Nc2cccc(S(N)(=O)=O)c2)CC1,JAN-GHE-1d98ec1c-7,2,1.0,3,1.0,0.5
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,ALE-ACE-2610ee4d-1,2,1.0,3,0.99,0.5
CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,JOH-MSK-ec639444-2,2,1.0,2,1.0,0.5
CC(=O)N1CCN(C(=O)Cc2ccccn2)CC1,JON-UIO-066ce08b-3,2,1.0,2,1.0,0.5
Cc1ccccc1CN1CCN(C(=O)C(F)C(C)C)CC1,JON-UIO-066ce08b-9,2,1.0,2,1.0,0.5
CC(=O)N1CCN(S(=O)(=O)c2cccs2)CC1,MAK-UNK-6435e6c2-1,2,1.0,2,1.0,0.5
O=C(CCl)N1CCN(S(=O)(=O)c2cccs2)CC1,LON-WEI-8f408cad-3,3,1.0,3,1.0,0.33
O=C(CCl)N1CCN(Cc2cccs2)CC1,LON-WEI-8f408cad-5,2,1.0,3,1.0,0.5
O=C(CCl)N1CCN(Cc2ccsc2)CC1,LON-WEI-8f408cad-7,3,1.0,4,0.99,0.33
O=C(CCl)Nc1cccc(N2CCCC2=O)c1,LON-WEI-8f408cad-1,3,1.0,3,1.0,0.33
CC(=O)N1CCN(S(=O)(=O)c2cccc(F)c2)CC1,MAK-UNK-6435e6c2-5,2,1.0,2,1.0,0.5
O=C(CCl)N1CCN(S(=O)(=O)c2cccc(F)c2)CC1,LON-WEI-8f408cad-4,3,1.0,3,1.0,0.33
CC(=O)N1CCN(S(=O)(=O)c2c(F)cccc2F)CC1,MAK-UNK-6435e6c2-6,2,1.0,3,1.0,0.5
CS(=O)(=O)Nc1cccc(C(=O)Nc2cccc(N3CCCC3=O)c2)c1,MAK-UNK-9159f8ed-6,3,1.0,4,0.99,0.33
C#Cc1ccc(CNC(=O)N2CCOCC2)cc1,PAT-GYR-359dbb24-1,2,1.0,3,1.0,0.5
CC(=O)N1CCN(Cc2cccc(C#N)c2)CC1,PAT-UNK-b2d83456-1,3,1.0,4,0.99,0.33
O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,LON-WEI-8f408cad-11,2,1.0,6,0.97,0.49
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,ANT-OPE-47f3bb65-1,2,1.0,3,1.0,0.5
O=C(Cc1c[nH]c2ncccc12)NCc1ccc(Cl)cn1,TRY-UNI-1fd04853-11,2,1.0,3,1.0,0.5
N#Cc1ccc(CNC(=O)Cc2c[nH]c3ncccc23)nc1,TRY-UNI-1fd04853-12,2,1.0,3,1.0,0.5
O=C(Cc1c[nH]c2ncccc12)NCc1cccc(Cl)c1,TRY-UNI-1fd04853-5,3,1.0,7,0.96,0.32
O=C(Cc1c[nH]c2ncccc12)NCc1ccc(Cl)cc1,TRY-UNI-1fd04853-7,2,1.0,8,0.95,0.48
N#Cc1ccc(CNC(=O)Cc2c[nH]c3ncccc23)cc1,TRY-UNI-1fd04853-8,2,1.0,4,0.99,0.5
O=C(Cc1c[nH]c2ncccc12)NCc1cc(Cl)ccn1,TRY-UNI-1fd04853-9,3,1.0,5,0.98,0.33
Cc1ccncc1NC(=O)C(C)c1cccc(Cl)c1,TRY-UNI-714a760b-18,2,1.0,3,1.0,0.5
Cc1ccncc1NC(=O)Cc1cccc(C#N)c1,TRY-UNI-714a760b-20,2,1.0,2,1.01,0.51
Cc1ccncc1NC(=O)C(C)c1cccc(C#N)c1,TRY-UNI-714a760b-22,3,1.0,2,1.0,0.33
Cc1ccncc1NC(=O)Nc1cccc(C#N)c1,TRY-UNI-714a760b-24,3,1.0,6,0.97,0.32
Cc1ccncc1NC(=O)Cc1ccccc1,TRY-UNI-714a760b-5,2,1.0,2,1.0,0.5
Cc1ccncc1NC(=O)Cc1cccc(Cl)c1,TRY-UNI-714a760b-6,2,1.0,3,1.0,0.5
CNS(=O)(=O)c1ccc(C(C)NC(=O)NC(C)(C)C)cc1,VIJ-CYC-1a381570-11,3,1.0,3,1.0,0.33
C=C1CC1C(=O)NC(C)c1ccc(S(=O)(=O)NC)cc1,VIJ-CYC-1a381570-5,2,1.0,3,1.0,0.5
O=C(CCl)N1CCC(C(=O)N2CCCCC2)CC1,VIR-GIT-7b3d3065-2,3,1.0,3,1.0,0.33
CC(C)N(C)C(=O)C1CCN(C(=O)CCl)CC1,VIR-GIT-7b3d3065-3,2,1.0,3,1.0,0.5
CC(C)NC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b6889685-23,2,1.0,5,0.98,0.49
NS(=O)(=O)c1ccc(N2CCC(CO)CC2)cc1,WAR-XCH-b72a1bbc-14,2,1.0,3,1.0,0.5
NS(=O)(=O)c1ccc(N2CCC(c3ccncc3)CC2)cc1,WAR-XCH-b72a1bbc-15,3,1.0,11,0.94,0.31
CCN(C)CC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b72a1bbc-49,3,1.0,5,0.98,0.33
NS(=O)(=O)c1ccc(N2CCC(c3ccco3)CC2)cc1,WAR-XCH-b72a1bbc-7,2,1.0,25,0.83,0.42
COC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b72a1bbc-9,3,1.0,3,1.0,0.33
N#Cc1cccc(NC(=O)Nc2cccnc2)c1,ANN-UNI-26382800-4,2,1.0,3,1.0,0.5
CCC(=O)O[C@@H](OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,LON-WEI-b8d98729-5,3,1.0,13,0.92,0.31
C=CC(=O)N(c1cc(C(C)(C)C)on1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-b8d98729-43,3,1.0,14,0.91,0.3
C=CC(=O)N(c1ccc(C(C)C)nc1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-18,2,1.0,9,0.95,0.48
C=CC(=O)N(c1ccc(SC)cc1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-b8d98729-6,3,1.0,4,0.99,0.33
C=CC(=O)N(c1ccc2ncsc2c1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-b8d98729-31,2,1.0,3,1.0,0.5
C=CC(=O)N(c1ccc(C(C)C)nc1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-b8d98729-32,2,1.0,3,0.99,0.5
